,Freq,Reporter,Partner,ProductCode,Indicator,Year,Value,DataSource
4890,Annual,China,World,Ores and Metals,Import Trade Value (US$ Thousand),2017,195132813.886,WITS - UNSD Comtrade
3095,Annual,Mexico,United States,All Products,Import Trade Value (US$ Thousand),2017,194978437.09,WITS - UNSD Comtrade
3811,Annual,Malaysia,World,All Products,Import Trade Value (US$ Thousand),2017,194720187.072801,WITS - UNSD Comtrade
1247,Annual,Germany,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,193798381.141395,WITS - UNSD Comtrade
5640,Annual,Canada,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,193524999.037817,WITS - UNSD Comtrade
5515,Annual,European Union,World,Chemicals,Import Trade Value (US$ Thousand),2017,192226444.148795,WITS - UNSD Comtrade
623,Annual,"Hong Kong, China",China,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,192057427.384561,WITS - UNSD Comtrade
4800,Annual,World,United States,Chemicals,Import Trade Value (US$ Thousand),2017,190360214.060306,WITS - UNSD Comtrade
612,Annual,"Hong Kong, China",China,Mach and Elec,Import Trade Value (US$ Thousand),2017,189037964.544582,WITS - UNSD Comtrade
1539,Annual,European Union,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,187959379.254768,WITS - UNSD Comtrade
1524,Annual,European Union,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,187922953.982921,WITS - UNSD Comtrade
627,Annual,"Hong Kong, China",China,Capital goods,Import Trade Value (US$ Thousand),2017,187640983.045558,WITS - UNSD Comtrade
4886,Annual,China,World,Chemical,Import Trade Value (US$ Thousand),2017,186072975.143,WITS - UNSD Comtrade
1282,Annual,Germany,Europe and Central Asia,Intermediate goods,Import Trade Value (US$ Thousand),2017,185424527.645522,WITS - UNSD Comtrade
3201,Annual,Mexico,World,Capital goods,Import Trade Value (US$ Thousand),2017,185253746.673,WITS - UNSD Comtrade
1371,Annual,World,Europe and Central Asia,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,184292246.089874,WITS - UNSD Comtrade
4554,Annual,United Arab Emirates,World,Manufactures,Import Trade Value (US$ Thousand),2017,183559699.964844,WITS - UNSD Comtrade
4904,Annual,United Kingdom,World,Capital goods,Import Trade Value (US$ Thousand),2017,182117016.114519,WITS - UNSD Comtrade
3210,Annual,World,North America,Miscellaneous,Import Trade Value (US$ Thousand),2017,182008178.535354,WITS - UNSD Comtrade
4205,Annual,Japan,World,Capital goods,Import Trade Value (US$ Thousand),2017,179950978.179902,WITS - UNSD Comtrade
1324,Annual,"Korea, Rep.",East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,179779520.165,WITS - UNSD Comtrade
1385,Annual,Netherlands,Europe and Central Asia,Manufactures,Import Trade Value (US$ Thousand),2017,178880629.661334,WITS - UNSD Comtrade
1318,Annual,United Kingdom,Europe and Central Asia,Consumer goods,Import Trade Value (US$ Thousand),2017,177697057.853203,WITS - UNSD Comtrade
2346,Annual,China,"Korea, Rep.",All Products,Import Trade Value (US$ Thousand),2017,177553154.148,WITS - UNSD Comtrade
5800,Annual,France,World,Capital goods,Import Trade Value (US$ Thousand),2017,176295603.902083,WITS - UNSD Comtrade
3128,Annual,China,North America,All Products,Import Trade Value (US$ Thousand),2017,174864873.079,WITS - UNSD Comtrade
913,Annual,World,China,Metals,Import Trade Value (US$ Thousand),2017,173061846.537933,WITS - UNSD Comtrade
1362,Annual,World,Europe and Central Asia,Animal,Import Trade Value (US$ Thousand),2017,170968665.407788,WITS - UNSD Comtrade
1202,Annual,India,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,170028923.964196,WITS - UNSD Comtrade
3724,Annual,Canada,North America,Manufactures,Import Trade Value (US$ Thousand),2017,169753147.187001,WITS - UNSD Comtrade
3223,Annual,Vietnam,World,Manufactures,Import Trade Value (US$ Thousand),2017,169609225.4706,WITS - UNSD Comtrade
5525,Annual,European Union,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,169117838.214638,WITS - UNSD Comtrade
4523,Annual,Switzerland,World,Manufactures,Import Trade Value (US$ Thousand),2017,169023514.523272,WITS - UNSD Comtrade
2893,Annual,United States,Latin America and Caribbean,Capital goods,Import Trade Value (US$ Thousand),2017,168575314.854,WITS - UNSD Comtrade
4797,Annual,Poland,World,Manufactures,Import Trade Value (US$ Thousand),2017,168501847.149,WITS - UNSD Comtrade
1059,Annual,European Union,China,Consumer goods,Import Trade Value (US$ Thousand),2017,167258589.353202,WITS - UNSD Comtrade
1630,Annual,France,Europe and Central Asia,Consumer goods,Import Trade Value (US$ Thousand),2017,167151215.779054,WITS - UNSD Comtrade
5463,Annual,Canada,United States,Manufactures,Import Trade Value (US$ Thousand),2017,167010061.062301,WITS - UNSD Comtrade
1186,Annual,Switzerland,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,166828889.345168,WITS - UNSD Comtrade
4770,Annual,Austria,World,All Products,Import Trade Value (US$ Thousand),2017,166475080.970019,WITS - UNSD Comtrade
4391,Annual,Australia,World,Manufactures,Import Trade Value (US$ Thousand),2017,165602376.97168,WITS - UNSD Comtrade
4500,Annual,Italy,World,Consumer goods,Import Trade Value (US$ Thousand),2017,165146782.110755,WITS - UNSD Comtrade
2343,Annual,China,"Korea, Rep.",Manufactures,Import Trade Value (US$ Thousand),2017,164677937.62,WITS - UNSD Comtrade
668,Annual,Japan,China,All Products,Import Trade Value (US$ Thousand),2017,164478683.45126,WITS - UNSD Comtrade
5118,Annual,"Korea, Rep.",World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,164353998.935,WITS - UNSD Comtrade
1191,Annual,China,East Asia and Pacific,Intermediate goods,Import Trade Value (US$ Thousand),2017,163366550.796,WITS - UNSD Comtrade
4820,Annual,Czech Republic,World,All Products,Import Trade Value (US$ Thousand),2017,162898931.578,WITS - UNSD Comtrade
1252,Annual,Singapore,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,162684053.195613,WITS - UNSD Comtrade
5122,Annual,"Korea, Rep.",World,Capital goods,Import Trade Value (US$ Thousand),2017,162172772.245,WITS - UNSD Comtrade
4795,Annual,Belgium,World,Consumer goods,Import Trade Value (US$ Thousand),2017,162071835.854237,WITS - UNSD Comtrade
1434,Annual,Spain,Europe and Central Asia,Manufactures,Import Trade Value (US$ Thousand),2017,160555568.338977,WITS - UNSD Comtrade
1547,Annual,European Union,Europe and Central Asia,Consumer goods,Import Trade Value (US$ Thousand),2017,160362449.359178,WITS - UNSD Comtrade
4190,Annual,Japan,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,160053883.011411,WITS - UNSD Comtrade
1462,Annual,United States,Europe and Central Asia,Capital goods,Import Trade Value (US$ Thousand),2017,159069010.076,WITS - UNSD Comtrade
1545,Annual,European Union,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,158748116.834845,WITS - UNSD Comtrade
5524,Annual,European Union,World,Transportation,Import Trade Value (US$ Thousand),2017,158606495.613775,WITS - UNSD Comtrade
4200,Annual,Indonesia,World,All Products,Import Trade Value (US$ Thousand),2017,157388168.472,WITS - UNSD Comtrade
5644,Annual,Canada,World,Capital goods,Import Trade Value (US$ Thousand),2017,156826991.062833,WITS - UNSD Comtrade
4202,Annual,Japan,World,Raw materials,Import Trade Value (US$ Thousand),2017,156738556.759883,WITS - UNSD Comtrade
4896,Annual,Germany,World,Chemical,Import Trade Value (US$ Thousand),2017,156616646.065222,WITS - UNSD Comtrade
3186,Annual,Mexico,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,156292580.896,WITS - UNSD Comtrade
744,Annual,Vietnam,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,156284120.6229,WITS - UNSD Comtrade
1316,Annual,Poland,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,156088251.307,WITS - UNSD Comtrade
5643,Annual,Canada,World,Consumer goods,Import Trade Value (US$ Thousand),2017,155089248.192329,WITS - UNSD Comtrade
2179,Annual,China,Japan,Manufactures,Import Trade Value (US$ Thousand),2017,154915341.832,WITS - UNSD Comtrade
4939,Annual,Thailand,World,Manufactures,Import Trade Value (US$ Thousand),2017,154275349.5387,WITS - UNSD Comtrade
4309,Annual,Sweden,World,All Products,Import Trade Value (US$ Thousand),2017,154195426.142139,WITS - UNSD Comtrade
1627,Annual,France,Europe and Central Asia,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,151251790.638477,WITS - UNSD Comtrade
3890,Annual,Brazil,World,All Products,Import Trade Value (US$ Thousand),2017,150749493.921,WITS - UNSD Comtrade
5031,Annual,Netherlands,World,Consumer goods,Import Trade Value (US$ Thousand),2017,150717841.633848,WITS - UNSD Comtrade
5528,Annual,European Union,World,Food,Import Trade Value (US$ Thousand),2017,150587015.272208,WITS - UNSD Comtrade
4784,Annual,Singapore,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,150446055.116087,WITS - UNSD Comtrade
665,Annual,Japan,China,Manufactures,Import Trade Value (US$ Thousand),2017,149993486.944233,WITS - UNSD Comtrade
4971,Annual,World,World,Footwear,Import Trade Value (US$ Thousand),2017,149362641.5246,WITS - UNSD Comtrade
4490,Annual,India,World,Raw materials,Import Trade Value (US$ Thousand),2017,148911039.817888,WITS - UNSD Comtrade
1269,Annual,Germany,Europe and Central Asia,Mach and Elec,Import Trade Value (US$ Thousand),2017,148848919.31436,WITS - UNSD Comtrade
5028,Annual,Netherlands,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,148360934.484516,WITS - UNSD Comtrade
4788,Annual,Singapore,World,Capital goods,Import Trade Value (US$ Thousand),2017,148287306.760787,WITS - UNSD Comtrade
4893,Annual,Germany,World,Transportation,Import Trade Value (US$ Thousand),2017,146710000.528175,WITS - UNSD Comtrade
4491,Annual,India,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,146645092.350196,WITS - UNSD Comtrade
5401,Annual,United States,World,Food,Import Trade Value (US$ Thousand),2017,146178109.534,WITS - UNSD Comtrade
1315,Annual,United Kingdom,Europe and Central Asia,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,146157205.570971,WITS - UNSD Comtrade
4343,Annual,Turkey,World,Manufactures,Import Trade Value (US$ Thousand),2017,146010877.932,WITS - UNSD Comtrade
4196,Annual,Japan,World,Fuel,Import Trade Value (US$ Thousand),2017,141524538.352464,WITS - UNSD Comtrade
4181,Annual,Japan,World,Fuels,Import Trade Value (US$ Thousand),2017,141466175.733095,WITS - UNSD Comtrade
3761,Annual,Lebanon,World,All Products,Import Trade Value (US$ Thousand),2017,140411757.521503,WITS - UNSD Comtrade
5032,Annual,Netherlands,World,Capital goods,Import Trade Value (US$ Thousand),2017,140143704.719555,WITS - UNSD Comtrade
4889,Annual,United Kingdom,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,139695053.864238,WITS - UNSD Comtrade
2032,Annual,Mexico,North America,Manufactures,Import Trade Value (US$ Thousand),2017,138758953.271,WITS - UNSD Comtrade
3808,Annual,Malaysia,World,Manufactures,Import Trade Value (US$ Thousand),2017,137466624.487934,WITS - UNSD Comtrade
4817,Annual,Czech Republic,World,Manufactures,Import Trade Value (US$ Thousand),2017,137407093.888,WITS - UNSD Comtrade
5785,Annual,France,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,137277206.88646,WITS - UNSD Comtrade
1294,Annual,Thailand,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,137228476.61133,WITS - UNSD Comtrade
3503,Annual,European Union,North America,Capital goods,Import Trade Value (US$ Thousand),2017,136632963.527953,WITS - UNSD Comtrade
3499,Annual,European Union,North America,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,136444617.514928,WITS - UNSD Comtrade
4773,Annual,Singapore,World,Mach and Elec,Import Trade Value (US$ Thousand),2017,136442131.708246,WITS - UNSD Comtrade
1059,Annual,Russian Federation,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,135712068.29877,WITS - UNSD Comtrade
3251,Annual,Saudi Arabia,World,All Products,Import Trade Value (US$ Thousand),2017,134519129.744819,WITS - UNSD Comtrade
5532,Annual,European Union,World,Textiles,Import Trade Value (US$ Thousand),2017,133975451.361787,WITS - UNSD Comtrade
4902,Annual,United Kingdom,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,133619019.181898,WITS - UNSD Comtrade
5395,Annual,United States,World,Metals,Import Trade Value (US$ Thousand),2017,133293092.22,WITS - UNSD Comtrade
807,Annual,Mexico,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,132978416.328,WITS - UNSD Comtrade
4872,Annual,China,World,Minerals,Import Trade Value (US$ Thousand),2017,132845109.319,WITS - UNSD Comtrade
4154,Annual,Russian Federation,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,132804843.53294,WITS - UNSD Comtrade
4497,Annual,Italy,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,132474423.429814,WITS - UNSD Comtrade
3092,Annual,Mexico,United States,Manufactures,Import Trade Value (US$ Thousand),2017,132207382.782,WITS - UNSD Comtrade
1255,Annual,Austria,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,131987453.839134,WITS - UNSD Comtrade
741,Annual,Vietnam,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,131857796.1864,WITS - UNSD Comtrade
1048,Annual,Japan,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,131831578.615095,WITS - UNSD Comtrade
5798,Annual,France,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,131543847.198308,WITS - UNSD Comtrade
4874,Annual,China,World,Chemicals,Import Trade Value (US$ Thousand),2017,131098175.46,WITS - UNSD Comtrade
1420,Annual,United States,East Asia and Pacific,Miscellaneous,Import Trade Value (US$ Thousand),2017,130545047.457,WITS - UNSD Comtrade
5228,Annual,Spain,World,Consumer goods,Import Trade Value (US$ Thousand),2017,130249623.217456,WITS - UNSD Comtrade
1164,Annual,Sweden,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,130148515.699608,WITS - UNSD Comtrade
1218,Annual,China,Europe and Central Asia,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,129751277.313,WITS - UNSD Comtrade
5107,Annual,"Korea, Rep.",World,Mach and Elec,Import Trade Value (US$ Thousand),2017,129269543.957,WITS - UNSD Comtrade
4884,Annual,Germany,World,Chemicals,Import Trade Value (US$ Thousand),2017,129246296.780826,WITS - UNSD Comtrade
4884,Annual,China,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,129210105.334,WITS - UNSD Comtrade
1108,Annual,Australia,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,128856490.96229,WITS - UNSD Comtrade
5327,Annual,European Union,United States,Capital goods,Import Trade Value (US$ Thousand),2017,128738126.112397,WITS - UNSD Comtrade
4767,Annual,Austria,World,Manufactures,Import Trade Value (US$ Thousand),2017,128453381.052743,WITS - UNSD Comtrade
5323,Annual,European Union,United States,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,128376988.271081,WITS - UNSD Comtrade
5522,Annual,European Union,World,Metals,Import Trade Value (US$ Thousand),2017,128342177.258087,WITS - UNSD Comtrade
5519,Annual,European Union,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,127021676.690953,WITS - UNSD Comtrade
1045,Annual,Japan,East Asia and Pacific,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,124903086.099306,WITS - UNSD Comtrade
2631,Annual,World,Latin America and Caribbean,Vegetable,Import Trade Value (US$ Thousand),2017,124645223.316666,WITS - UNSD Comtrade
1546,Annual,European Union,Europe and Central Asia,Intermediate goods,Import Trade Value (US$ Thousand),2017,124598767.837587,WITS - UNSD Comtrade
2892,Annual,United States,Latin America and Caribbean,Consumer goods,Import Trade Value (US$ Thousand),2017,124131085.678,WITS - UNSD Comtrade
4158,Annual,Russian Federation,World,Capital goods,Import Trade Value (US$ Thousand),2017,124109505.22457,WITS - UNSD Comtrade
4499,Annual,Italy,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,123723348.783669,WITS - UNSD Comtrade
4484,Annual,India,World,Fuel,Import Trade Value (US$ Thousand),2017,123310466.880446,WITS - UNSD Comtrade
4469,Annual,India,World,Fuels,Import Trade Value (US$ Thousand),2017,123108161.090718,WITS - UNSD Comtrade
5405,Annual,United States,World,Textiles,Import Trade Value (US$ Thousand),2017,122803815.473,WITS - UNSD Comtrade
1451,Annual,United States,Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,122799751.953,WITS - UNSD Comtrade
