,Freq,Reporter,Partner,ProductCode,Indicator,Year,Value,DataSource
2596,Annual,"Egypt, Arab Rep.",Russian Federation,Vegetable,Import Trade Value (US$ Thousand),2017,1831096.24509268,WITS - UNSD Comtrade
952,Annual,Turkey,Germany,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1830737.565,WITS - UNSD Comtrade
1711,Annual,France,Spain,Animal,Import Trade Value (US$ Thousand),2017,1830699.41747395,WITS - UNSD Comtrade
4275,Annual,Slovenia,World,Ores and Metals,Import Trade Value (US$ Thousand),2017,1830612.67257,WITS - UNSD Comtrade
2156,Annual,Israel,North America,Consumer goods,Import Trade Value (US$ Thousand),2017,1830257.0,WITS - UNSD Comtrade
661,Annual,Mongolia,Europe and Central Asia,All Products,Import Trade Value (US$ Thousand),2017,1829576.59428,WITS - UNSD Comtrade
1962,Annual,Mauritania,World,Capital goods,Import Trade Value (US$ Thousand),2017,1829149.68667368,WITS - UNSD Comtrade
2183,Annual,Kuwait,Middle East and North Africa,Intermediate goods,Import Trade Value (US$ Thousand),2017,1829064.18435982,WITS - UNSD Comtrade
947,Annual,Malaysia,East Asia and Pacific,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,1828999.33708072,WITS - UNSD Comtrade
3357,Annual,Nigeria,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1828872.92754098,WITS - UNSD Comtrade
3038,Annual,Ecuador,United States,Consumer goods,Import Trade Value (US$ Thousand),2017,1828836.63079,WITS - UNSD Comtrade
613,Annual,Brazil,China,Metals,Import Trade Value (US$ Thousand),2017,1828561.818,WITS - UNSD Comtrade
876,Annual,Nigeria,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,1828506.29212548,WITS - UNSD Comtrade
3754,Annual,Dominican Republic,World,Raw materials,Import Trade Value (US$ Thousand),2017,1827922.37325,WITS - UNSD Comtrade
3446,Annual,Turkey,Russian Federation,Food,Import Trade Value (US$ Thousand),2017,1827398.181,WITS - UNSD Comtrade
2620,Annual,Latvia,World,Transportation,Import Trade Value (US$ Thousand),2017,1827072.44212883,WITS - UNSD Comtrade
684,Annual,Algeria,Germany,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1825958.93,WITS - UNSD Comtrade
3777,Annual,Belgium,South Asia,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1824696.41502734,WITS - UNSD Comtrade
601,Annual,Malaysia,China,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1823045.05725303,WITS - UNSD Comtrade
941,Annual,Denmark,East Asia and Pacific,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1821654.4086721,WITS - UNSD Comtrade
3167,Annual,Belarus,World,Transportation,Import Trade Value (US$ Thousand),2017,1821505.8,WITS - UNSD Comtrade
463,Annual,Vietnam,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,1818398.3081,WITS - UNSD Comtrade
2283,Annual,Uzbekistan,World,Chemical,Import Trade Value (US$ Thousand),2017,1818003.71198,WITS - UNSD Comtrade
4780,Annual,Poland,World,Minerals,Import Trade Value (US$ Thousand),2017,1817665.948,WITS - UNSD Comtrade
242,Annual,Italy,Austria,Wood,Import Trade Value (US$ Thousand),2017,1817276.16071732,WITS - UNSD Comtrade
3345,Annual,Peru,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1817165.05316,WITS - UNSD Comtrade
1270,Annual,Poland,East Asia and Pacific,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1816773.976,WITS - UNSD Comtrade
1066,Annual,Japan,Europe and Central Asia,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,1816595.19324415,WITS - UNSD Comtrade
764,Annual,Argentina,East Asia and Pacific,Chemicals,Import Trade Value (US$ Thousand),2017,1815731.68503,WITS - UNSD Comtrade
709,Annual,Myanmar,East Asia and Pacific,Food,Import Trade Value (US$ Thousand),2017,1815629.39526,WITS - UNSD Comtrade
944,Annual,"Serbia, FR(Serbia/Montenegro)",Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,1815514.408,WITS - UNSD Comtrade
856,Annual,Thailand,China,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1814964.55893,WITS - UNSD Comtrade
578,Annual,"Iran, Islamic Rep.",East Asia and Pacific,Food,Import Trade Value (US$ Thousand),2017,1814377.718,WITS - UNSD Comtrade
3870,Annual,Brazil,World,Minerals,Import Trade Value (US$ Thousand),2017,1813134.623,WITS - UNSD Comtrade
1604,Annual,Pakistan,Indonesia,Food,Import Trade Value (US$ Thousand),2017,1812929.56636116,WITS - UNSD Comtrade
4029,Annual,Indonesia,United States,Vegetable,Import Trade Value (US$ Thousand),2017,1811714.911,WITS - UNSD Comtrade
691,Annual,Bulgaria,Germany,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1811605.61677364,WITS - UNSD Comtrade
1055,Annual,Russian Federation,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,1810693.85922,WITS - UNSD Comtrade
929,Annual,"Serbia, FR(Serbia/Montenegro)",Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,1809781.681,WITS - UNSD Comtrade
686,Annual,Latvia,Europe and Central Asia,Chemical,Import Trade Value (US$ Thousand),2017,1809193.34680653,WITS - UNSD Comtrade
3744,Annual,Ukraine,World,Textiles,Import Trade Value (US$ Thousand),2017,1808946.19807,WITS - UNSD Comtrade
1757,Annual,Peru,Latin America and Caribbean,Capital goods,Import Trade Value (US$ Thousand),2017,1808804.514,WITS - UNSD Comtrade
3071,Annual,Honduras,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,1808191.88539,WITS - UNSD Comtrade
2740,Annual,Nicaragua,United States,All Products,Import Trade Value (US$ Thousand),2017,1808020.62395,WITS - UNSD Comtrade
3369,Annual,Chile,United States,Chemical,Import Trade Value (US$ Thousand),2017,1807733.8317395,WITS - UNSD Comtrade
3070,Annual,Algeria,World,Animal,Import Trade Value (US$ Thousand),2017,1807120.84029,WITS - UNSD Comtrade
742,Annual,"Egypt, Arab Rep.",Germany,Capital goods,Import Trade Value (US$ Thousand),2017,1805825.36285971,WITS - UNSD Comtrade
34,Annual,Oman,United Arab Emirates,Food,Import Trade Value (US$ Thousand),2017,1805606.29523274,WITS - UNSD Comtrade
930,Annual,Portugal,East Asia and Pacific,Capital goods,Import Trade Value (US$ Thousand),2017,1805202.9642968,WITS - UNSD Comtrade
2515,Annual,Brazil,North America,Raw materials,Import Trade Value (US$ Thousand),2017,1804285.218,WITS - UNSD Comtrade
3348,Annual,Colombia,United States,Raw materials,Import Trade Value (US$ Thousand),2017,1803817.65693,WITS - UNSD Comtrade
629,Annual,Mongolia,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,1802677.64418,WITS - UNSD Comtrade
793,Annual,Kazakhstan,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,1802668.09299,WITS - UNSD Comtrade
798,Annual,Kazakhstan,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,1800117.55678,WITS - UNSD Comtrade
823,Annual,Estonia,Europe and Central Asia,Transportation,Import Trade Value (US$ Thousand),2017,1799590.01050787,WITS - UNSD Comtrade
1587,Annual,Pakistan,Indonesia,Vegetable,Import Trade Value (US$ Thousand),2017,1798388.36145312,WITS - UNSD Comtrade
2042,Annual,Switzerland,Italy,Food,Import Trade Value (US$ Thousand),2017,1795891.08329722,WITS - UNSD Comtrade
3824,Annual,Bahrain,World,Food,Import Trade Value (US$ Thousand),2017,1795445.19484382,WITS - UNSD Comtrade
3152,Annual,Kazakhstan,World,Food Products,Import Trade Value (US$ Thousand),2017,1795352.43472,WITS - UNSD Comtrade
1019,Annual,Portugal,Spain,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1795217.47505732,WITS - UNSD Comtrade
583,Annual,Latvia,Germany,All Products,Import Trade Value (US$ Thousand),2017,1794982.87638388,WITS - UNSD Comtrade
1064,Annual,Indonesia,East Asia and Pacific,Wood,Import Trade Value (US$ Thousand),2017,1793916.779,WITS - UNSD Comtrade
711,Annual,Estonia,Germany,All Products,Import Trade Value (US$ Thousand),2017,1793648.76211679,WITS - UNSD Comtrade
3477,Annual,Morocco,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,1791719.52081817,WITS - UNSD Comtrade
1127,Annual,Sweden,East Asia and Pacific,Miscellaneous,Import Trade Value (US$ Thousand),2017,1791680.27110512,WITS - UNSD Comtrade
3083,Annual,Israel,United States,Intermediate goods,Import Trade Value (US$ Thousand),2017,1791452.0,WITS - UNSD Comtrade
783,Annual,Kazakhstan,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,1791399.18443,WITS - UNSD Comtrade
3056,Annual,Tunisia,World,Raw materials,Import Trade Value (US$ Thousand),2017,1791366.54010011,WITS - UNSD Comtrade
3002,Annual,El Salvador,World,Food,Import Trade Value (US$ Thousand),2017,1791351.08307,WITS - UNSD Comtrade
1862,Annual,Chile,Latin America and Caribbean,Transportation,Import Trade Value (US$ Thousand),2017,1791269.97439,WITS - UNSD Comtrade
2582,Annual,Burkina Faso,World,Consumer goods,Import Trade Value (US$ Thousand),2017,1790666.21726734,WITS - UNSD Comtrade
1994,Annual,Australia,Japan,Stone and Glass,Import Trade Value (US$ Thousand),2017,1788422.71821934,WITS - UNSD Comtrade
1029,Annual,Portugal,Spain,Fuel,Import Trade Value (US$ Thousand),2017,1788421.42856035,WITS - UNSD Comtrade
999,Annual,Slovak Republic,Germany,Metals,Import Trade Value (US$ Thousand),2017,1788401.51309551,WITS - UNSD Comtrade
4424,Annual,United Arab Emirates,United States,Chemicals,Import Trade Value (US$ Thousand),2017,1787096.44942481,WITS - UNSD Comtrade
4232,Annual,New Zealand,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1786462.24779281,WITS - UNSD Comtrade
3533,Annual,Cote d'Ivoire,World,Raw materials,Import Trade Value (US$ Thousand),2017,1785932.73409568,WITS - UNSD Comtrade
603,Annual,Cameroon,China,All Products,Import Trade Value (US$ Thousand),2017,1785730.01076266,WITS - UNSD Comtrade
911,Annual,Russian Federation,Germany,Metals,Import Trade Value (US$ Thousand),2017,1785119.008,WITS - UNSD Comtrade
2461,Annual,Kazakhstan,Russian Federation,Mach and Elec,Import Trade Value (US$ Thousand),2017,1784903.51482,WITS - UNSD Comtrade
568,Annual,Zimbabwe,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,1784015.56289,WITS - UNSD Comtrade
2118,Annual,Qatar,North America,Transportation,Import Trade Value (US$ Thousand),2017,1783367.27057051,WITS - UNSD Comtrade
616,Annual,Brazil,China,Miscellaneous,Import Trade Value (US$ Thousand),2017,1783343.709,WITS - UNSD Comtrade
3004,Annual,Sweden,Netherlands,Food,Import Trade Value (US$ Thousand),2017,1782205.0041895,WITS - UNSD Comtrade
823,Annual,Senegal,Europe and Central Asia,Manufactures,Import Trade Value (US$ Thousand),2017,1782184.36924023,WITS - UNSD Comtrade
1014,Annual,Portugal,Spain,Fuels,Import Trade Value (US$ Thousand),2017,1782105.07321408,WITS - UNSD Comtrade
683,Annual,Lithuania,Germany,Capital goods,Import Trade Value (US$ Thousand),2017,1779792.85198,WITS - UNSD Comtrade
785,Annual,Honduras,East Asia and Pacific,All Products,Import Trade Value (US$ Thousand),2017,1779498.04384,WITS - UNSD Comtrade
3444,Annual,Bosnia and Herzegovina,World,Food,Import Trade Value (US$ Thousand),2017,1778496.14582,WITS - UNSD Comtrade
768,Annual,Bulgaria,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,1777456.68034347,WITS - UNSD Comtrade
1935,Annual,El Salvador,North America,Consumer goods,Import Trade Value (US$ Thousand),2017,1777333.65761,WITS - UNSD Comtrade
595,Annual,Uzbekistan,Europe and Central Asia,Consumer goods,Import Trade Value (US$ Thousand),2017,1776164.30106,WITS - UNSD Comtrade
3563,Annual,Luxembourg,World,Fuels,Import Trade Value (US$ Thousand),2017,1775224.21794873,WITS - UNSD Comtrade
3226,Annual,United Kingdom,North America,Ores and Metals,Import Trade Value (US$ Thousand),2017,1775164.14740741,WITS - UNSD Comtrade
3565,Annual,Luxembourg,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1771637.55259623,WITS - UNSD Comtrade
1626,Annual,Honduras,Latin America and Caribbean,Consumer goods,Import Trade Value (US$ Thousand),2017,1771618.5809,WITS - UNSD Comtrade
2542,Annual,Nepal,World,Food,Import Trade Value (US$ Thousand),2017,1770959.90803075,WITS - UNSD Comtrade
973,Annual,Ghana,Europe and Central Asia,Intermediate goods,Import Trade Value (US$ Thousand),2017,1770655.09742214,WITS - UNSD Comtrade
555,Annual,Sri Lanka,China,Intermediate goods,Import Trade Value (US$ Thousand),2017,1769610.01340127,WITS - UNSD Comtrade
943,Annual,Morocco,Europe and Central Asia,Raw materials,Import Trade Value (US$ Thousand),2017,1769140.6614611,WITS - UNSD Comtrade
1318,Annual,Thailand,Europe and Central Asia,Food,Import Trade Value (US$ Thousand),2017,1767549.91917,WITS - UNSD Comtrade
1031,Annual,Italy,Germany,Stone and Glass,Import Trade Value (US$ Thousand),2017,1766777.09587473,WITS - UNSD Comtrade
3364,Annual,Kenya,World,Transportation,Import Trade Value (US$ Thousand),2017,1765747.29047998,WITS - UNSD Comtrade
991,Annual,Costa Rica,East Asia and Pacific,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1764958.84363398,WITS - UNSD Comtrade
2554,Annual,Croatia,Slovenia,Manufactures,Import Trade Value (US$ Thousand),2017,1764256.291,WITS - UNSD Comtrade
817,Annual,Mexico,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,1763675.478,WITS - UNSD Comtrade
3165,Annual,Kazakhstan,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,1763301.9905,WITS - UNSD Comtrade
2407,Annual,Niger,World,All Products,Import Trade Value (US$ Thousand),2017,1761880.62914173,WITS - UNSD Comtrade
1188,Annual,South Africa,Germany,Transportation,Import Trade Value (US$ Thousand),2017,1761827.01589485,WITS - UNSD Comtrade
3076,Annual,Argentina,United States,Chemicals,Import Trade Value (US$ Thousand),2017,1761788.44507,WITS - UNSD Comtrade
2250,Annual,Guyana,World,All Products,Import Trade Value (US$ Thousand),2017,1761552.83348854,WITS - UNSD Comtrade
1980,Annual,Portugal,Latin America and Caribbean,Raw materials,Import Trade Value (US$ Thousand),2017,1761243.96035038,WITS - UNSD Comtrade
841,Annual,Germany,China,Hides and Skins,Import Trade Value (US$ Thousand),2017,1760085.00419038,WITS - UNSD Comtrade
3432,Annual,Malaysia,Thailand,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1759513.59300033,WITS - UNSD Comtrade
3578,Annual,Finland,Sweden,Fuel,Import Trade Value (US$ Thousand),2017,1758460.86756226,WITS - UNSD Comtrade
617,Annual,Malaysia,China,Textiles,Import Trade Value (US$ Thousand),2017,1758430.52305488,WITS - UNSD Comtrade
954,Annual,Cyprus,Greece,All Products,Import Trade Value (US$ Thousand),2017,1757730.71087813,WITS - UNSD Comtrade
3288,Annual,Hungary,World,Vegetable,Import Trade Value (US$ Thousand),2017,1757091.188,WITS - UNSD Comtrade
909,Annual,Greece,Europe and Central Asia,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1756942.3055184,WITS - UNSD Comtrade
3563,Annual,Finland,Sweden,Fuels,Import Trade Value (US$ Thousand),2017,1756489.26172981,WITS - UNSD Comtrade
1585,Annual,France,East Asia and Pacific,Stone and Glass,Import Trade Value (US$ Thousand),2017,1755671.06088502,WITS - UNSD Comtrade
1011,Annual,Portugal,Spain,Vegetable,Import Trade Value (US$ Thousand),2017,1754755.80842828,WITS - UNSD Comtrade
3748,Annual,Kuwait,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,1754370.44880997,WITS - UNSD Comtrade
975,Annual,Malaysia,Europe and Central Asia,Miscellaneous,Import Trade Value (US$ Thousand),2017,1753209.90103454,WITS - UNSD Comtrade
1012,Annual,Portugal,Spain,Food Products,Import Trade Value (US$ Thousand),2017,1752634.29349195,WITS - UNSD Comtrade
3045,Annual,Tunisia,World,Transportation,Import Trade Value (US$ Thousand),2017,1751874.19810741,WITS - UNSD Comtrade
2913,Annual,El Salvador,United States,Consumer goods,Import Trade Value (US$ Thousand),2017,1750640.56315,WITS - UNSD Comtrade
1870,Annual,Saudi Arabia,Middle East and North Africa,Ores and Metals,Import Trade Value (US$ Thousand),2017,1749875.81852874,WITS - UNSD Comtrade
2153,Annual,Mali,Sub-Saharan Africa,All Products,Import Trade Value (US$ Thousand),2017,1749356.34975676,WITS - UNSD Comtrade
1007,Annual,Morocco,Spain,Mach and Elec,Import Trade Value (US$ Thousand),2017,1749195.48521308,WITS - UNSD Comtrade
3734,Annual,Dominican Republic,World,Chemicals,Import Trade Value (US$ Thousand),2017,1748629.2735,WITS - UNSD Comtrade
2521,Annual,Australia,Middle East and North Africa,Raw materials,Import Trade Value (US$ Thousand),2017,1748582.97841248,WITS - UNSD Comtrade
4291,Annual,Slovak Republic,World,Wood,Import Trade Value (US$ Thousand),2017,1745161.83221715,WITS - UNSD Comtrade
1659,Annual,Vietnam,Latin America and Caribbean,Vegetable,Import Trade Value (US$ Thousand),2017,1744510.3648,WITS - UNSD Comtrade
3346,Annual,United Kingdom,Netherlands,Animal,Import Trade Value (US$ Thousand),2017,1743314.6198139,WITS - UNSD Comtrade
3103,Annual,Qatar,United States,Transportation,Import Trade Value (US$ Thousand),2017,1742289.32191773,WITS - UNSD Comtrade
1854,Annual,Saudi Arabia,Middle East and North Africa,Chemicals,Import Trade Value (US$ Thousand),2017,1742064.90920698,WITS - UNSD Comtrade
1126,Annual,Australia,Europe and Central Asia,Metals,Import Trade Value (US$ Thousand),2017,1741837.32069588,WITS - UNSD Comtrade
2915,Annual,Ukraine,Russian Federation,Raw materials,Import Trade Value (US$ Thousand),2017,1741406.07082,WITS - UNSD Comtrade
718,Annual,Jordan,East Asia and Pacific,Consumer goods,Import Trade Value (US$ Thousand),2017,1741156.46845968,WITS - UNSD Comtrade
1581,Annual,France,East Asia and Pacific,Hides and Skins,Import Trade Value (US$ Thousand),2017,1740662.91176615,WITS - UNSD Comtrade
1059,Annual,Indonesia,East Asia and Pacific,Minerals,Import Trade Value (US$ Thousand),2017,1739499.498,WITS - UNSD Comtrade
2664,Annual,Hungary,Russian Federation,Raw materials,Import Trade Value (US$ Thousand),2017,1737792.04,WITS - UNSD Comtrade
3731,Annual,Ukraine,World,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1736652.81802,WITS - UNSD Comtrade
3218,Annual,Thailand,North America,Food,Import Trade Value (US$ Thousand),2017,1735154.83408,WITS - UNSD Comtrade
2111,Annual,Occ.Pal.Terr,World,Intermediate goods,Import Trade Value (US$ Thousand),2017,1734990.74827602,WITS - UNSD Comtrade
2460,Annual,Kazakhstan,Russian Federation,Metals,Import Trade Value (US$ Thousand),2017,1733247.17314,WITS - UNSD Comtrade
1050,Annual,Sweden,Denmark,Miscellaneous,Import Trade Value (US$ Thousand),2017,1731991.44610592,WITS - UNSD Comtrade
1400,Annual,"Bahamas, The",North America,Consumer goods,Import Trade Value (US$ Thousand),2017,1731728.01937001,WITS - UNSD Comtrade
3886,Annual,Finland,Unspecified,Metals,Import Trade Value (US$ Thousand),2017,1731433.83889389,WITS - UNSD Comtrade
782,Annual,Honduras,East Asia and Pacific,Manufactures,Import Trade Value (US$ Thousand),2017,1730182.26215,WITS - UNSD Comtrade
2615,Annual,France,Italy,Footwear,Import Trade Value (US$ Thousand),2017,1727899.51927713,WITS - UNSD Comtrade
3067,Annual,Ethiopia(excludes Eritrea),World,Metals,Import Trade Value (US$ Thousand),2017,1727778.41970612,WITS - UNSD Comtrade
1522,Annual,Malaysia,Indonesia,Vegetable,Import Trade Value (US$ Thousand),2017,1727768.01987997,WITS - UNSD Comtrade
1623,Annual,"Serbia, FR(Serbia/Montenegro)",Italy,Manufactures,Import Trade Value (US$ Thousand),2017,1727136.697,WITS - UNSD Comtrade
2832,Annual,Namibia,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1725515.90655954,WITS - UNSD Comtrade
161,Annual,Malaysia,Australia,Ores and Metals,Import Trade Value (US$ Thousand),2017,1724892.92120443,WITS - UNSD Comtrade
3659,Annual,"Serbia, FR(Serbia/Montenegro)",World,Transportation,Import Trade Value (US$ Thousand),2017,1724342.676,WITS - UNSD Comtrade
717,Annual,Hungary,Germany,Chemicals,Import Trade Value (US$ Thousand),2017,1723948.428,WITS - UNSD Comtrade
2913,Annual,Zambia,World,Raw materials,Import Trade Value (US$ Thousand),2017,1722315.765,WITS - UNSD Comtrade
768,Annual,Algeria,Europe and Central Asia,Vegetable,Import Trade Value (US$ Thousand),2017,1721336.65871,WITS - UNSD Comtrade
1015,Annual,Lebanon,Europe and Central Asia,Food,Import Trade Value (US$ Thousand),2017,1721048.42197813,WITS - UNSD Comtrade
1315,Annual,Thailand,Europe and Central Asia,Miscellaneous,Import Trade Value (US$ Thousand),2017,1720818.63568,WITS - UNSD Comtrade
1330,Annual,South Africa,East Asia and Pacific,Metals,Import Trade Value (US$ Thousand),2017,1720616.13298949,WITS - UNSD Comtrade
3755,Annual,Czech Republic,Russian Federation,Raw materials,Import Trade Value (US$ Thousand),2017,1720539.321,WITS - UNSD Comtrade
2097,Annual,Vietnam,North America,Agricultural Raw Materials,Import Trade Value (US$ Thousand),2017,1719854.4316,WITS - UNSD Comtrade
2039,Annual,Dominican Republic,Latin America and Caribbean,Consumer goods,Import Trade Value (US$ Thousand),2017,1719044.60228,WITS - UNSD Comtrade
1270,Annual,Italy,Spain,Animal,Import Trade Value (US$ Thousand),2017,1717564.28673776,WITS - UNSD Comtrade
2332,Annual,Italy,Latin America and Caribbean,Ores and Metals,Import Trade Value (US$ Thousand),2017,1717542.07438602,WITS - UNSD Comtrade
2852,Annual,Nicaragua,World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1717115.23603,WITS - UNSD Comtrade
2004,Annual,"Bahamas, The",United States,Consumer goods,Import Trade Value (US$ Thousand),2017,1716360.23331001,WITS - UNSD Comtrade
888,Annual,Bosnia and Herzegovina,Europe and Central Asia,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1716316.79408,WITS - UNSD Comtrade
3253,Annual,Estonia,World,Fuels,Import Trade Value (US$ Thousand),2017,1715442.76111613,WITS - UNSD Comtrade
1013,Annual,Morocco,Spain,Fuel,Import Trade Value (US$ Thousand),2017,1714853.7659783,WITS - UNSD Comtrade
1229,Annual,Singapore,East Asia and Pacific,Animal,Import Trade Value (US$ Thousand),2017,1714406.8746283,WITS - UNSD Comtrade
1089,Annual,Slovenia,East Asia and Pacific,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1714244.27414,WITS - UNSD Comtrade
3034,Annual,Lithuania,World,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1713845.46786,WITS - UNSD Comtrade
1134,Annual,Sweden,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,1713819.0799543,WITS - UNSD Comtrade
1340,Annual,South Africa,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,1713671.11109683,WITS - UNSD Comtrade
998,Annual,Morocco,Spain,Fuels,Import Trade Value (US$ Thousand),2017,1712816.15257433,WITS - UNSD Comtrade
1152,Annual,Sweden,Europe and Central Asia,Stone and Glass,Import Trade Value (US$ Thousand),2017,1711977.6860325,WITS - UNSD Comtrade
836,Annual,Sri Lanka,East Asia and Pacific,Textiles,Import Trade Value (US$ Thousand),2017,1711954.55117569,WITS - UNSD Comtrade
3268,Annual,Estonia,World,Fuel,Import Trade Value (US$ Thousand),2017,1711184.0607236,WITS - UNSD Comtrade
2818,Annual,Australia,North America,Food,Import Trade Value (US$ Thousand),2017,1711000.68444487,WITS - UNSD Comtrade
28,Annual,Oman,United Arab Emirates,Metals,Import Trade Value (US$ Thousand),2017,1710053.97613414,WITS - UNSD Comtrade
2296,Annual,Thailand,Japan,Miscellaneous,Import Trade Value (US$ Thousand),2017,1709487.22538,WITS - UNSD Comtrade
2200,Annual,Peru,North America,Intermediate goods,Import Trade Value (US$ Thousand),2017,1709393.03409,WITS - UNSD Comtrade
3363,Annual,Nigeria,World,Metals,Import Trade Value (US$ Thousand),2017,1707769.80154527,WITS - UNSD Comtrade
1857,Annual,Pakistan,Japan,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1707069.17948565,WITS - UNSD Comtrade
866,Annual,Denmark,Germany,Metals,Import Trade Value (US$ Thousand),2017,1706544.20264295,WITS - UNSD Comtrade
3737,Annual,Ukraine,World,Miscellaneous,Import Trade Value (US$ Thousand),2017,1705847.42992,WITS - UNSD Comtrade
3464,Annual,Morocco,World,Food Products,Import Trade Value (US$ Thousand),2017,1705259.28569925,WITS - UNSD Comtrade
792,Annual,Greece,Germany,Chemical,Import Trade Value (US$ Thousand),2017,1704921.37886304,WITS - UNSD Comtrade
892,Annual,Colombia,Europe and Central Asia,Mach and Elec,Import Trade Value (US$ Thousand),2017,1704530.32213,WITS - UNSD Comtrade
2432,Annual,Dominican Republic,North America,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1704410.8811,WITS - UNSD Comtrade
786,Annual,Algeria,Europe and Central Asia,Fuel,Import Trade Value (US$ Thousand),2017,1703540.8412,WITS - UNSD Comtrade
3739,Annual,Kuwait,World,Food Products,Import Trade Value (US$ Thousand),2017,1702910.40677241,WITS - UNSD Comtrade
3012,Annual,El Salvador,World,Capital goods,Import Trade Value (US$ Thousand),2017,1702661.3658,WITS - UNSD Comtrade
3916,Annual,Denmark,World,Stone and Glass,Import Trade Value (US$ Thousand),2017,1702567.23087442,WITS - UNSD Comtrade
3011,Annual,"Macedonia, FYR",World,Machinery and Transport Equipment,Import Trade Value (US$ Thousand),2017,1701938.56124,WITS - UNSD Comtrade
2403,Annual,Paraguay,World,Chemicals,Import Trade Value (US$ Thousand),2017,1701156.709,WITS - UNSD Comtrade
3372,Annual,South Africa,Nigeria,Fuel,Import Trade Value (US$ Thousand),2017,1700985.93240334,WITS - UNSD Comtrade
3357,Annual,South Africa,Nigeria,Fuels,Import Trade Value (US$ Thousand),2017,1700982.84271447,WITS - UNSD Comtrade
4323,Annual,Turkey,World,Animal,Import Trade Value (US$ Thousand),2017,1700440.281,WITS - UNSD Comtrade
1443,Annual,Vietnam,Japan,Plastic or Rubber,Import Trade Value (US$ Thousand),2017,1697985.2256,WITS - UNSD Comtrade
771,Annual,Algeria,Europe and Central Asia,Fuels,Import Trade Value (US$ Thousand),2017,1697959.60075,WITS - UNSD Comtrade
862,Annual,Peru,East Asia and Pacific,Transportation,Import Trade Value (US$ Thousand),2017,1697837.70378,WITS - UNSD Comtrade
2883,Annual,Croatia,World,Textiles,Import Trade Value (US$ Thousand),2017,1697195.455,WITS - UNSD Comtrade
604,Annual,Malaysia,China,Textiles and Clothing,Import Trade Value (US$ Thousand),2017,1697070.23870651,WITS - UNSD Comtrade
1393,Annual,"Bahamas, The",North America,Manufactures,Import Trade Value (US$ Thousand),2017,1694447.31602,WITS - UNSD Comtrade
339,Annual,Netherlands,Belgium,Wood,Import Trade Value (US$ Thousand),2017,1693855.87997911,WITS - UNSD Comtrade
492,Annual,Uruguay,China,All Products,Import Trade Value (US$ Thousand),2017,1693815.7041,WITS - UNSD Comtrade
1069,Annual,New Zealand,East Asia and Pacific,Chemicals,Import Trade Value (US$ Thousand),2017,1693012.01071595,WITS - UNSD Comtrade
1941,Annual,Qatar,Middle East and North Africa,Consumer goods,Import Trade Value (US$ Thousand),2017,1692823.72419931,WITS - UNSD Comtrade
